GEOGRAPHY_ID,SUB_DISTRICT,ULB_RLB_VILLAGE
3634,Paraiya,Ubhai
3635,Purnia East,Dilia Hasanabad
3636,Barahiya,Sarma
3637,Azamnagar,Ghordah
3638,Khizirsarai,Tetariya
3639,Baisi,Kharsota
3640,Mohanpur,Chorniman
3641,Daraundha,Khamhoura
3642,Jalalpur,Jankinagar
3643,Motihari,Said Nagar
3644,Gaunaha,Poharwa
3645,Goh,Munrawa
3646,Mahnar,Sangrampur
3647,Hisua,Mahdewa
3648,Kutumba,Hazari
3649,Manpur,Alawal Chak
3650,Nabinagar,Gajna
3651,Barachatti,Belghoghar
3652,Maharajganj,Itahari
3653,Terhagachh,Lodhabari
3654,Katoria,Tola Uparchakmaria
3655,Mehsi,Chak Mashruf Urf Mahamada
3656,Kurhani,Pokhraira Kasim
3657,Konch,Rajaura
3658,Gaya Town C.D.Block,Uda Bigha
3659,Belhar,Auraiya
3660,Kutumba,Simri
3661,Kargahar,Bhagwanpur
3662,Jokihat,Parshadpur
3663,Simri,Daunpura
3664,Kumarkhand,Rampatti
3665,Saur Bazar,Bhagwanpur
3666,Nabinagar,Shivpur
3667,Kochas,Helha
3668,Sangrampur,Makanpur
3669,Kahalgaon,Aurangabad
3670,Rahui,Anantpur
3671,Imamganj,Pandepura
3672,Barharia,Nasir Chhapra
3673,Chehra Kalan,Chal Aulia
3674,Chakai,Tola Domohan
3675,Kuchaikote,Paharpur Deyal
3676,Chanan,Narhijamdaha
3677,Meskaur,Woraina
3678,Hajipur,Salempur Kishundas
3679,Bhagwanpur,Yusufpur
3680,Barachatti,Karman
3681,Siswan,Birti Lakheraj
3682,Sikti,Kabaia
3683,Agiaon,Madhopur
3684,Darauli,Diara Maniar Tukra I
3685,Jale,Harauli
3686,Baruraj (Motipur),Sewalwa Urf Chhapra
3687,Bikramganj,Karmaini
3688,Pothia,Mohania
3689,Nabinagar,Belwa
3690,Karpi,Karehri
3691,Wazirganj,Kaua Khoh
3692,Jagdishpur,Bachri
3693,Chakai,Tola Dhamna
3694,Sultanganj,Girdharpur
3695,Rafiganj,Sidha
3696,Bihta,Mithapur
3697,Gopalganj,Manjhariya
3698,Itarhi,Chameli
3699,Shivaji Nagar,Baraitha
3700,Pach Deuri,Nandpatti
3701,Silao,Pachwara
3702,Kahalgaon,Amarpur
3703,Rafiganj,Pipra
3704,Kalyanpur,Gorina
3705,Barauni,Rampurbahuara
3706,Barauli,Chak Manjhan
3707,Aurangabad,Chatar Khas
3708,Belhar,Nawakita
3709,Imamganj,Kuin Bar
3710,Lakshmipur,Ojhadih
3711,Kishanganj,Piakunri
3712,Aurangabad,Hetampur
3713,Wazirganj,Kewla Dhamna
3714,Jhajha,Tola Baratanr
3715,Sherghati,Dariapur
3716,Dhuraiya,Rahmankita
3717,Sasaram,Semra
3718,Nabinagar,Karman Fatehpur
3719,Madhepur,Harshankri
3720,Ekangarsarai,Jahan Chak
3721,Goradih,Habibpur
3722,Kudra,Salthua Bahuara
3723,Dariapur,Rasulpur
3724,Guraru,Anantpur
3725,Madhepur,Jagir Sagram
3726,Bhorey,Chak Dharamnath
3727,Nawada,Ursa
3728,Roh,Partabpur Nizamat
3729,Gurua,Jai Bigha
3730,Naubatpur,Maharajganj
3731,Makhdumpur,Dhanuki
3732,Kalyanpur,Sari Tole Barhkurwa
3733,Ramnagar,Khajuria
3734,Sirdala,Babhni
3735,Obra,Holichak
3736,Kutumba,Ratti Khap
3737,Sangrampur,Gobindpur
3738,Kako,Misir Bigha
3739,Bodh Gaya,Paner
3740,Barun,Karma
3741,Dhanarua,Daualatpur
3742,Noorsarai,Kaithauli
3743,Karakat,Kishundasdih
3744,Nawanagar,Kharaumiyan
3745,Gopalganj,Takia Bankat
3746,Bijaipur,Chharidaha
3747,Phenhara,Madhurapur
3748,Atri,Katalpura
3749,Kako,Kumardiha
3750,Goraul,Chainpur Bhataulia
3751,Dhuraiya,Nanan
3752,Salkhua,Khajur Bana
3753,Baisi,Pastura
3754,Bijaipur,Sondiha
3755,Gurua,Parsawan
3756,Khizirsarai,Rasulpur
3757,Saraiya,Narayanpur
3758,Barauni,Ckak Ahmad
3759,Tetaria,Madhopur Hari
3760,Nuaon,Chaubepur
3761,Rajgir,Banauli
3762,Manjhi,Jamanpura
3763,Rajauli,Hiro Dih
3764,Chakai,Tola Baghopatar
3765,Kutumba,Niranjanpur
3766,Sidhaw,Dhandhi
3767,Andar,Chhajwa
3768,Kudra,Gajrarhi
3769,Kuchaikote,Barwa Khurd
3770,Nirmali,Raharia
3771,Madanpur,Urda
3772,Kuchaikote,Hornada
3773,Barhara,Mipania Milik
3774,Raghopur,Dwarkapur
3775,Sheosagar,Baheri
3776,Khizirsarai,Musepur
3777,Thakurganj,Sukhani
3778,Goh,Jujharpur
3779,Bochaha,Borwara
3780,Sahebpur Kamal,Sowae Khas
3781,Narhat,Mayapur
3782,Chenari,Neuri
3783,Karakat,Tenua
3784,Barsoi,Lodhna
3785,Tajpur,Chak Bangri
3786,Bihar,Makhdumane
3787,Terhagachh,Gachh Belbari
3788,Tarari,Kudariya
3789,Modanganj,Barchhi Bigha
3790,Kahara,Parwania
3791,Manpur,Harli
3792,Bihar,Nagman
3793,Sanjhauli,Khutaha
3794,Barauli,Mahammadpur Matiara
3795,Bhagwanpur Hat,Bira Bankat
3796,Azamnagar,Fatehpur
3797,Belchhi,Bhikhu Chak
3798,Obra,Kusarhi
3799,Ratni Faridpur,Sultanpur
3800,Lakri Nabiganj,Indauli
3801,Kutumba,Dasaunti
3802,Dhuraiya,Jhajha
3803,Chand,Rampur
3804,Chakai,Tola Balkar
3805,Nardiganj,Mutanaze
3806,Mohanpur,Jainagar
3807,Purnia East,Dadaur
3808,Bhitaha,Charamraha
3809,Katoria,Tola Kamdedih
3810,Hajipur,Manua Khalak Dad
3811,Rafiganj,Gewal Bigha
3812,Barsoi,Lihar
3813,Khaira,Tola Amatari
3814,Rajpur,Masarhia
3815,Barhampur,Pahari Chak
3816,Saraiya,Baudhia Tola
3817,Belhar,Tola Tardih
3818,Barsoi,Parmanandpur
3819,Ramgarh,Gaura
3820,Phulwaria,Tanwa Khas
3821,Palasi,Dogachhi
3822,Chainpur,Khargipur
3823,Jhajha,Tola Kumhaini
3824,Bibhutpur,Bariarpur
3825,Runisaidpur,Mahimapur
3826,Kargahar,Sarea
3827,Banmankhi,Dhima
3828,Ramnagar,Babhni
3829,Piro,Marohi
3830,Dulhin Bazar,Pila Chak
3831,Jagdishpur,Dulaur
3832,Imamganj,Baseta
3833,Chakai,Tola Kusmha
3834,Ghat Kusumbha,Rajauli
3835,Madanpur,Isapur
3836,Sheosagar,Ramdehri
3837,Marwan,Kodaria Nizamuddin
3838,Sonbhadra Banshi Suryapur,Daudpur
3839,Dighalbank,Maltoli
3840,Mahnar,Panapur Derh Bigahia
3841,Nabinagar,Lakhui
3842,Kharagpur,Parmanandpur
3843,Kargahar,Tetrarh
3844,Marwan,Nawada Urf Bishunpur Mahadeo
3845,Atri,Habibullahpur
3846,Tan Kuppa,Kataiya
3847,Shambhuganj,Shampur
3848,Mohania,Kabirajpur
3849,Kako,Habibpur
3850,Dandkhora,Thap Kaul Kalan
3851,Nabinagar,Karman Ratan
3852,Mahua,Lachhimipur Urf Digha
3853,Nawanagar,Makundpur
3854,Shahkund,Chandra Khurd
3855,Barun,Baghi
3856,Bijaipur,Chikwaliya
3857,Rajpur,Ramdhanpur
3858,Pothia,Chorogaddi
3859,Dinara,Babhandiha
3860,Tarapur,Kazi Chak
3861,Bhorey,Zorawar Chhapra
3862,Chausa,Dharamagatpur
3863,Shambhuganj,Madanpur
3864,Tikari,Jagdishpur
3865,Bhagwanpur,Chak Roshan
3866,Bhagwanpur,Arazi Madhepura
3867,Singhwara,Kawai
3868,Barun,Narchahi
3869,Jhajha,Tola Kita Situ Chak
3870,Belhar,Tola Kelabari
3871,Katra,Chak Haji
3872,Barharia,Indauli Khas
3873,Bhabua,Parasrampur
3874,Siswan,Sainpur Diara
3875,Khizirsarai,Bolakpur
3876,Chenari,Nuawan
3877,Mahishi,Telbadha
3878,Dhamdaha,Hanumani Chakla
3879,Sangrampur,Kathara
3880,Tan Kuppa,Bahadra
3881,Chakai,Tola Babudih
3882,Patepur,Chak Ibrahim
3883,Minapur,Gang Barar Urf Panapur
3884,Kharagpur,Daman Koh
3885,Thakurganj,Maujidinga
3886,Obra,Mehda
3887,Dhuraiya,Thagrua
3888,Chenari,Badal Garh
3889,Nabinagar,Lerua
3890,Rajauli,Kusdariya
3891,Chainpur,Kauria Chak
3892,Mahua,Tilak Chak
3893,Mairwa,Chakia
3894,Nabinagar,Baghakol
3895,Shambhuganj,Karsanda
3896,Baisa,Singharikol
3897,Chausa,Husenpur
3898,Basantpur,Chhitauni
3899,Chakai,Tola Madhupur
3900,Chakai,Tola Bhawandih
3901,Musahri,Chandwara
3902,Chand,Nandiha Bhzrug
3903,Shahkund,Kathwan
3904,Rafiganj,Badarpur
3905,Nabinagar,Maluka Bigha
3906,Barachatti,Gular Bed
3907,Kurhani,Daha Chak
3908,Chand,Nauan
3909,Nagra,Nempuri-Ke-Tola
3910,Asthawan,Firozpur
3911,Kutumba,Chapra
3912,Dalsinghsarai,Soera
3913,Kako,Chhotki Kanauli
3914,Bhargama,Dhanesri Milik
3915,Barauni,Khutaun
3916,Rajpur,Kalupur
3917,Chanan,Tola Chandikumarthan
3918,Chausa,Mohamad Hanif Kumedan Jagir
3919,Chakai,Tola Chandosal
3920,Sonepur,Chausiya
3921,Rampur,Kakarhi
3922,Roh,Amba Chak
3923,Shahkund,Sarhikita Arazi
3924,Bhorey,Nonia Chhapar Doem
3925,Ramgarh,Goria
3926,Matihani,Mahindarpur
3927,Karakat,Budhai Dehri
3928,Shahpur,Pipra Ganesh (Ditto)
3929,Sikandra,Boriabad
3930,Teghra,Chak Surjan
3931,Mohania,Jirhulia
3932,Darbhanga,Pachgachhia
3933,Chenari,Sonbarsa
3934,Hanumannagar,Baghela
3935,Sarmera,Murtaza Chak
3936,Belhar,Tola Gira Bahiar
3937,Banmankhi,Saharwa
3938,Kumarkhand,Lachhmipur Bhagwati Milik
3939,Bhabua,Bariarchak
3940,Mohanpur,Kutubpur
3941,Bathnaha,Bakhar Urf Neamatullahpur
3942,Thakrahan,Madarahi
3943,Arwal,Mohammadpurgahna
3944,Chausa,Mohammad Jafar Subedar Jagir
3945,Konch,Ase Chak
3946,Katoria,Tola Chorthan
3947,Surajgarha,Abgil Rampur
3948,Nathnagar,Chandpur
3949,Barhara,Milki Mir Chhaka
3950,Kurtha,Alawalpur
3951,Jhajha,Tola Nauakura
3952,Kurtha,Jogiyanala
3953,Mansurchak,Rasalpur
3954,Chakai,Tola Naiatanr
3955,Kurtha,Qamariya Chak
3956,Kadwa,Bhikhanpur
3957,Fatwah,Shahpur
3958,Bariarpur,Kharia
3959,Katoria,Tola Banaroria
3960,Buxar,Dubauli
3961,Shahkund,Pairdominia Chananbighi
3962,Falka,Amol
3963,Bhabua,Chhotka Darwan
3964,Shahkund,Anandpur Barah Bighi
3965,Lahladpur,Arazi Basahi
3966,Parbatta,Pachpirhia
3967,Baisa,Ranihat
3968,Sabour,Haripur
3969,Sursand,Murlia Chak Urf Majhaulia
3970,Surajgarha,Samsa Athgawan
3971,Kumarkhand,Sarhad
3972,Warisaliganj,Makanpur Job
3973,Fatehpur,Nawada
3974,Kahalgaon,Mahgawan Milik
3975,Sirdala,Thamkola
3976,Rajauli,Panraya
3977,Bihpur,Bishunpur Gopal
3978,Sahebganj,Arazi Madhopur
3979,Bhabua,Mohammadpur
3980,Sirdala,Dumri
3981,Darbhanga,Chak Karima
3982,Imamganj,Halim Chak
3983,Nathnagar,Shahpur Tamauni
3984,Shahkund,Paharpur
3985,Siswan,Dhorhahi
3986,Barun,Tikri
3987,Hayaghat,Sobhnath Patti
3988,Nauhatta,Amarkha
3989,Jagdishpur,Dubhar
3990,Chausa,Amanat Mungi Khan Subedar
3991,Narkatiaganj,Murlidih
3992,Rampur,Atrauli
3993,Dharhara,Anantpur
3994,Nuaon,Fatehpur
3995,Pandarak,Sadikpur Dhanuki
3996,Ramgarh,Jangalchhera Bhargawan
3997,Kargahar,Khajasir
3998,Mainatanr,Belwa Dih
3999,Mohanpur,Chandrahuan
4000,Shamho Akha Kurha,Jagan Saidpur
4001,Kochas,Turkaha
4002,Barbigha,Ahiyapur
4003,Bachhwara,Mahammadpur
4004,Ramnagar,Kehuniya
4005,Chakai,Tola Chatridih
4006,Phulwaria,Meghwa
4007,Rohtas,Rajpur
4008,Baikunthpur,Bibipur
4009,Barhat,Tola Musaharitanr
4010,Lalganj,Attaulahpur
4011,Shahkund,Neamatpur
4012,Haspura,Surat Bigha
4013,Bahadurganj,Bangaon Milik
4014,Sameli,Chhohar Milik
4015,Dariapur,Chaubhaia
4016,Manihari,Kishunpur
4017,Cheria Bariarpur,Milki Mehda
4018,Jagdishpur,Bhairopur
4019,Simri,Mohanpur
4020,Chenari,Khaira
4021,Narayanpur,Bainadih
4022,Hajipur,Rampur Dumri
4023,Morwa,Subhan Chak
4024,Buxar,Bhosrampur
4025,Lauriya,Birit Gonahi
4026,Nuaon,Ramkarpur
4027,Rajpur,Chand Simarhat
4028,Barari,Rekhra Karamchand
4029,Gogri,Har Parshad
4030,Mahnar,Dharampur Palwaia
4031,Nabinagar,Bahori Bigha
4032,Biraul,Golma
4033,Warisaliganj,Ahri Chak
4034,Darbhanga,Milki
4035,Sultanganj,Simpur
4036,Phulwaria,Lila Parsa
4037,Sabour,Amdar Milik
4038,Kalyanpur,Matkan
4039,Dhamdaha,Barkona Milik
4040,Belhar,Tola Dhapri
4041,Rampur,Rajpur
4042,Banmankhi,Sahoria Subhai Milik
4043,Ghoswari,Samaya No 7 (Pahladpur)
4044,Kahalgaon,Sharfuddinpur
4045,Chenari,Khujha
4046,Chakai,Tola Jinamaran
4047,Munger,Sultanpur
4048,Jamui,Deochand Nawada
4049,Kudra,Inaulia
4050,Nathnagar,Gobardhanpur
4051,Jamui,Ilmis
4052,Nabinagar,Mirzapur
4053,Bikramganj,Balipur
4054,Kahalgaon,Nainsinghnagar Urf Unetichak
4055,Lakhisarai,Lodia English
4056,Narhat,Hasachak
4057,Gwalpara,Chatra Badh
4058,Simri,Bijalpur
4059,Dighwara,Jaitipur
4060,Teghra,Chak Saidu
4061,Teghra,Salempur Baro
4062,Tetiha Bambor,Pathal Kunda
4063,Bahadurganj,Ruidhasa
4064,Mohanpur,Jagir Chandrahuan
4065,Bathnaha,Azrakbe Mahdewa
4066,Munger,Reaz Ali
4067,Hasanpura,Chak Damri
4068,Nathnagar,Bahadurpur
4069,Behea,Mohanpur
4070,Behea,Pahari Pipra
4071,Halsi,Chak Hasaura
4072,Chausa,Khan Kumedan Jagir
4073,Kadwa,Madhaipur Milik
4074,Kahalgaon,Ratanpur Doem
4075,Kursela,Shahpur Dharmi Milik
4076,Barauli,Bhagar Jalkar
4077,Bidupur,Arazi Kanchanpur
4078,Baniapur,Pindra
4079,Ramgarh,Jalalpur
4080,Arrah,Gazipur
4081,Surajgarha,Maharathpur
4082,Puraini,Durgapur Arazi
4083,Jamalpur,Bishunpur
4084,Goradih,Basawan Ganj
4085,Amarpur,Balesar Chak
4086,Hisua,Kazi Bigha
4087,Mohanpur,Bhagaith
4088,Gaunaha,Sembhupur
4089,Buxar,Laropur
4090,Chand,Maheshpur
4091,Punpun,Sonbarsa
4092,Sonhaula,Mansarkita
4093,Rajaun,Jarifa Chak
4094,Kahalgaon,Koili
4095,Tarapur,Afzalpur
4096,Shambhuganj,Chatma Arazi
4097,Surajgarha,Parsotimpur
4098,Birpur,Rajapur
4099,Sahdai Buzurg,Tal Chatra Urf Sarae Dhanesh
4100,Sandesh,Chauria
4101,Mahua,Mohanpur Dhanraj
4102,Manjhi,Kawwal
4103,Sheosagar,Bhimpur
4104,Islamnagar Aliganj,Lakrahi
4105,Rajauli,Kharahwatanr
4106,Jagdishpur,Gaura Gopalpur
4107,Surajgarha,Rampur Thana Amanat Sarkar
4108,Chakki,Sheopur Diar (Ditto)
4109,Shahkund,Dariapur
4110,Balia,Chak Aima
4111,Amarpur,Majhgain Arazi
4112,Pranpur,Dhaboul Milik
4113,Sheikhpura,Aima Matokhar
4114,Kochadhamin,Balubari
4115,Chhorahi,Bishunpur
4116,Simri,Rajpur Kalan (Dhusari Dhari)
4117,Chandi,Bazidpur Sonsa Milki
4118,Amarpur,Orai Arazi
4119,Raghunathpur,Harpur Diara
4120,Chandi,Panchanbe
4121,Shambhuganj,Silauta Bhatotar Tinbighia
4122,Tan Kuppa,Bhikhampur
4123,Barauni,Deonah
4124,Amarpur,Rampur Inglis
4125,Chakai,Tola Pipratarikhurd
4126,Thakurganj,Chapra Bakhari
4127,Mohania,Chheria
4128,Kahalgaon,Hasanpur Gaudanda
4129,Piprarhi,Chak Fateh
4130,Kharagpur,Bindraban
4131,Bihpur,Garaia
4132,Katoria,Tola Madhuban
4133,Bhagwanpur,Sangrampur
4134,Mohanpur,Kusmha Tal
4135,Chausa,Betbandh
4136,Bahadurpur,Arazi Madhuban
4137,Ramgarh,Chandarmanpur
4138,Raghunathpur,Kanhradhari Haltamah
4139,Sultanganj,Harpur
4140,Pirpainti,Raipura
4141,Kargahar,Sirampur
4142,Barhara,Urlaha Milik
4143,Sheosagar,Sonbarsa
4144,Kahalgaon,Itauni
4145,Banka,Jitwarpur Arazi
4146,Kargahar,Basgitia
4147,Matihani,Ramdiri
4148,Raghunathpur,Basantpur Diara
4149,Falka,Maheshmara
4150,Kargahar,Sahwalia
4151,Jamui,Jamua
4152,Rajpur,Repura
4153,Chausa,Hinguhi
4154,Mahishi,Baghaud
4155,Meskaur,Arghu Chak
4156,Sheosagar,Kusahi
4157,Sultanganj,Bhim Buzurg
4158,Bahadurpur,Mutnaza Lara Larni
4159,Kharagpur,Jalsakra
4160,Durgawati,Anantpur
4161,Kahalgaon,Kishundaspur Inglish
4162,Sultanganj,Abdulpur
4163,Bhabua,Malahpurwa
4164,Teghra,Rampur Gopi
4165,Barachatti,Bhanrari
4166,Narkatiaganj,Tarhatia
4167,Teghra,Parsotimpur
4168,Rampur,Arazi Baghi
4169,Sultanganj,Chatarbhujpur
4170,Manjhi,Diara Manjhi
4171,Parbatta,Temtha Arazia Patpar
4172,Pirpainti,Ghant Fauzdari Urf Salarpur
4173,Dharhara,Kothia
4174,Azamnagar,Kanharia Kamat
4175,Manpur,Telar
4176,Paraiya,Inarpur
4177,Taraiya,Diara Faridanpur
4178,Matihani,Sirniabarari
4179,Tardih,Gauspur
4180,Korha,Phulwaria Milik
4181,Sultanganj,Khutaha
4182,Surajgarha,Kawaia
4183,Balia,Hetampur
4184,Akbarpur,Mahapur
4185,Makhdumpur,Math Marsua
4186,Paraiya,Dali Khap
4187,Barhampur,Mahaur Naubara
4188,Udwant Nagar,Madhubani
4189,Mansurchak,Mohiuddinpur
4190,Ramgarh,Maheshpur
4191,Bhagwanpur,Paunra
4192,Bhagwanpur,Matiara
4193,Manjhi,Gopalnagar
4194,Mohania,Dhanattarpur
4195,Bagaha,Majharia
4196,Pirpainti,Koriachak Amanat
4197,Belhar,Kamalpur
4198,Rajpur,Narayanpur
4199,Phulparas,Gangdhara Barmotar
4200,Arrah,Alimullah Chak
4201,Nuaon,Jaruman English
4202,Kalyanpur,Mohanpur
4203,Munger,Mahuli Arazi
4204,Naugachhia,Karimachak
4205,Belhar,Tola Beldiha
4206,Dandari,Milki
4207,Simri,Rajpur Kalan (Jagdishpur)
4208,Islamnagar Aliganj,Dhamsena
4209,Gopalganj,Garaiyakhal
4210,Dhuraiya,Karharia Arazi
4211,Fatehpur,Sarne
4212,Daraundha,Terha
4213,Nawanagar,Param Dihri
4214,Jale,Milk Pauni
4215,Chakai,Tola Dulaia
4216,Rajaun,Fatma Chak
4217,Adhaura,Sahijan
4218,Kharagpur,Chandpur
4219,Krityanand Nagar,Gangaili Araji
4220,Sandesh,Lodipur
4221,Amnour,Bhatehri
4222,Dumaria,Hariobara
4223,Sasaram,Haripur
4224,Bhorey,Sidhwa
4225,Karpi,Mahmadpur Bara
4226,Dhuraiya,Majhgain
4227,Darbhanga,Kheraj Bela
4228,Chakai,Tola Telanga
4229,Imamganj,Minhai Pathra
4230,Baisi,Sathiara
4231,Birpur,Pipra Dodraj
4232,Sono,Tola Ghotari
4233,Kuchaikote,Tola Sirsia
4234,Mahua,Ramnagar Chak Dara
4235,Chakai,Tola Tardih
4236,Charpokhari,Rasulpur
4237,Barachatti,Purni Dhanganin
4238,Chainpur,Balubheria
4239,Katra,Akhtiarpur
4240,Parsa,Khidirpur
4241,Ramgarh,Bamhangawan
4242,Barun,Qismat Karma
4243,Munger,Hasannagar
4244,Bhorey,Ajab Chhapra
4245,Paraiya,Ganga Khap
4246,Chakai,Tola Baluahi
4247,Deo,Mahulan
4248,Chakai,Tola Meghni
4249,Chakai,Tola Letbedhwa
4250,Baisi,Bhasia
4251,Chanan*,Rai Kundi
4252,Amarpur,Bhaluhar Kothi
4253,Dhamdaha,Madhonagar
4254,Barhat,Tola Jamuniatanr
4255,Adhaura,Chumurka
4256,Katoria,Tola Banpur
4257,Bijaipur,Ghuran Chhapra
4258,Chakai,Tola Panna
4259,Jhajha,Tola Kansajharna
4260,Thakurganj,Harin Dubal
4261,Jagdishpur,Mohaddichak
4262,Mohania,Kewrhi
4263,Paterhi Belsar,Chak Bazid
4264,Chakai,Tola Sumarmara
4265,Azamnagar,Asalatganj
4266,Bhagwanpur,Akorhi
4267,Purnia East,Barsauni
4268,Bhabua,Sandalpur
4269,Chakai,Tola Kansraidih
4270,Sameli,Kalaktari Milik
4271,Phulidumar,Tola Kadaia
4272,Bhabua,Beguda
4273,Balrampur,Laur Kasht
4274,Baruraj (Motipur),Madarpur
4275,Adhaura,Kharki Khurd
4276,Nabinagar,Karman Bechen
4277,Chakai,Tola Mohanpur
4278,Baikunthpur,Munja Usri
4279,Marhaura,Ghurna
4280,Baisi,Charmara
4281,Darbhanga,Bramotar Az Rakbe Chhatwan
4282,Simri,Rajauli
4283,Nabinagar,Misir Bigha
4284,Amour,Dogharia
4285,Singhwara,Basauli
4286,Jhajha,Tola Ranga Khurd
4287,Sono,Tola Kairabank
4288,Dhanarua,Rasula
4289,Bausi,Laugain
4290,Katoria,Tola Lilabaran
4291,Manpur,Naroghat
4292,Barhara,English
4293,Sono,Tola Lakhanpur
4294,Madhubani,Rajahan
4295,Chenari,Kunrwa
4296,Paroo,Harpur Kaparphora
4297,Darauli,Khap Pataua
4298,Barari,Aminabad Milik
4299,Saraiya,Madhopur Chakdi
4300,Nawanagar,Salempur
4301,Tariani Chowk,Nandna
4302,Surajgarha,Ratnupur English
4303,Desri,Lakhanpur Tal
4304,Balia,Mir Shikar Chak
4305,Gaighat,Santha
4306,Bidupur,Bishunpur Paltu
4307,Kalyanpur,Bahuara Mani
4308,Goradih,Rampur
4309,Katoria,Tola Salaiya Khurd
4310,Katoria,Tola Khar Khutti
4311,Dinara,Bhadi
4312,Dobhi,Sugasot
4313,Bahadurganj,Dala
4314,Shahpur,Tapsi Ka Dera (Ditto)
4315,Nuaon,Bararhi
4316,Singhwara,Manihas
4317,Khagaria,Mustafapur
4318,Rajpur,Lalu Chak
4319,Baruraj (Motipur),Bulbulwa Urf Chhapra Chintaman
4320,Chanan,Tola Targaon
4321,Sahar,Kunrwa
4322,Runisaidpur,Chak Rampur Hari
4323,Parbatta,Rupauli Inglish
4324,Rafiganj,Banka
4325,Barhat,Narsota
4326,Khizirsarai,Gauharpur
4327,Pothia,Chhagalia
4328,Pothia,Rasiadangi
4329,Parsa,Partap Chhapra
4330,Hanumannagar,Lauara
4331,Chainpur,Baghaila
4332,Gaunaha,Supaul
4333,Nathnagar,Kanjhia
4334,Surajgarha,Kaleanpur
4335,Sherghati,Korahra
4336,Khanpur,Chak Shah Mahamad
4337,Bochaha,Basauli Babu Ram
4338,Barahat,Turdih
4339,Paroo,Shahpur
4340,Kutumba,Amarpur
4341,Sherghati,Palhat Kalan
4342,Ramnagar,Ghoraghat Khaira
4343,Chakai,Tola Jagadih
4344,Khizirsarai,Laliari
4345,Babubarhi,Mathkhudar Khala
4346,Katoria,Tola Kusumdih
4347,Ratni Faridpur,Bhagwanpur
4348,Mohanpur,Kendua
4349,Piro,Khambha Dih
4350,Kochas,Korigawan
4351,Behea,Rampur
4352,Rajaun,Shemraudha
4353,Dinara,Koraria
4354,Udwant Nagar,Pirozpur
4355,Shahkund,Bargachhia
4356,Itarhi,Mitanpura
4357,Rajpur,Kishunipur
4358,Krityanand Nagar,Kishunpur
4359,Azamnagar,Pothia
4360,Aurangabad,Jhikatiya
4361,Terhagachh,Kamati Nankar
4362,Kadwa,Talho
4363,Balrampur,Ghasipara
4364,Chausa,Hadipur
4365,Chakai,Tola Baljori
4366,Sandesh,Salempur
4367,Chainpur,Anapur
4368,Khanpur,Murjari
4369,Ishupur,Nagraj
4370,Bhabua,Nonra
4371,Narkatiaganj,Siswa
4372,Baikunthpur,Narwar
4373,Banke Bazar,Khapraundh
4374,Barun,Bagaha
4375,Muhra,Shahzadpur
4376,Islampur,Pachrukhia
4377,Katoria,Tola Bahdia
4378,Shivaji Nagar,Bor
4379,Dhuraiya,Alalkita
4380,Hajipur,Chak Rasul
4381,Phulwaria,Dubaulia
4382,Rampur,Sonawan Purab Patti
4383,Rajauli,Kendua
4384,Nabinagar,Dhanhara
4385,Sheosagar,Anantpura
4386,Kalyanpur,Budakpur
4387,Rajaun,Faizpur
4388,Kurhani,Damodarpur Dumri
4389,Mairwa,Harnathpur
4390,Chakai,Tola Mahamdia
4391,Rajpur,Jamuni Dehri
4392,Katoria,Tola Sihulia
4393,Silao,Gobindpur
4394,Nabinagar,Darmi Kalan
4395,Thakurganj,Betbhari
4396,Mansurchak,Gauspur
4397,Majhaulia,Bilaspur
4398,Fatehpur,Simariya
4399,Bariarpur,Nirpur
4400,Bikram,Girwari Tola
4401,Mahua,Shahpur Chandan
4402,Ziradei,Gobrahi
4403,Bahadurganj,Durgapur Sohadi
4404,Rohtas,Kachhuhar
4405,Mahua,Biran Chak
4406,Panapur,Bhagwanpur Birt
4407,Kochas,Chhitan Dehra
4408,Rafiganj,Kana Khap
4409,Bhorey,Renrwariya Shukul
4410,Sasaram,Karma
4411,Pupri,Jaitpur
4412,Rajaun,Amgarhia
4413,Gobindpur,Karahra
4414,Rajaun,Darab Chak
4415,Lahladpur,Lashkaripur
4416,Sheosagar,Telara
4417,Bahadurpur,Bastauli
4418,Dhanarua,Basaurhi
4419,Dobhi,Donchuan
4420,Chakai,Tola Chandarmandih
4421,Makhdumpur,Raja Bigha
4422,Chakai,Tola Belatanr
4423,Saraiya,Gahilo Urf Barahanpur
4424,Goh,Hasanpur
4425,Dandkhora,Budhali
4426,Konch,Kanaudi
4427,Hajipur,Khalaf Bag
4428,Barsoi,Kolha
4429,Dobhi,Gamhariya
4430,Unknown Subdistricts Of India,Kaimbwala
4431,Lormi,Bankal
4432,Baramkela,Amarkot (Ameri)
4433,Mainpur,Dharpani
4434,Bagbahra,Tandulotha Khurd
4435,Bhopalpattnam,Chinnavelee
4436,Antagarh,Dadampar
4437,Bindranavagarh(Gariyaband),Boirgaonkhurd
4438,Bhairamgarh,Guttamarka
4439,Kawardha,Koylarideeh
4440,Bhopalpattnam,Bareguda
4441,Bhopalpattnam,Pasewada
4442,Mungeli,Bhagatpur
4443,Bhairamgarh,Badegundam
4444,Chhuikhadan,Marka Tola
4445,Orchha,Kumchal
4446,Bhairamgarh,Puswaka
4447,Jaijaipur,Jhakhadih
4448,Chhuikhadan,Madhurahi
4449,Khairagarh,Sahaspur
