STATE,DISTRICT,SUB_DISTRICT,POPULATION,VILLAGE_COUNT,AVG_VILLAGE_POPULATION,RANK_IN_STATE
Andhra Pradesh,Vizianagaram,Garugubilli,50833.0,31,1640.0,359
Andhra Pradesh,Visakhapatanam,Peda Bayalu,50831.0,259,196.0,360
Andhra Pradesh,Anantapur,Penukonda,50796.0,16,3175.0,361
Andhra Pradesh,Spsr Nellore,Muthukur,50712.0,15,3381.0,362
Andhra Pradesh,Krishna,Penuganchiprolu,50695.0,13,3900.0,363
Andhra Pradesh,Vizianagaram,Lakkavarapukota,50673.0,32,1584.0,364
Andhra Pradesh,Visakhapatanam,Munagapaka,50669.0,26,1949.0,365
Andhra Pradesh,Visakhapatanam,G.Madugula,50617.0,284,178.0,366
Andhra Pradesh,Vizianagaram,Bondapalle,50531.0,31,1630.0,367
Andhra Pradesh,Srikakulam,Meliaputti,50490.0,65,777.0,368
Andhra Pradesh,Prakasam,Ulavapadu,50375.0,11,4580.0,369
Andhra Pradesh,Vizianagaram,Vepada,50342.0,37,1361.0,370
Andhra Pradesh,Guntur,Karempudi,50317.0,10,5032.0,371
Andhra Pradesh,Kurnool,Orvakal,50199.0,20,2510.0,372
Andhra Pradesh,Anantapur,Bommanahal,50128.0,16,3133.0,373
Andhra Pradesh,Visakhapatanam,Hukumpeta,50115.0,162,309.0,374
Andhra Pradesh,Chittoor,Baireddipalle,50094.0,24,2087.0,375
Andhra Pradesh,Anantapur,Puttaparthi,50091.0,12,4174.0,376
Andhra Pradesh,Visakhapatanam,Rambilli,50015.0,30,1667.0,377
Andhra Pradesh,Krishna,Veerullapadu,49985.0,24,2083.0,378
Andhra Pradesh,Y.S.R.,Duvvur,49983.0,19,2631.0,379
Andhra Pradesh,Y.S.R.,Obulavaripalle,49947.0,14,3568.0,380
Andhra Pradesh,Anantapur,Yadiki,49780.0,14,3556.0,381
Andhra Pradesh,Prakasam,Ballikurava,49713.0,14,3551.0,382
Andhra Pradesh,Visakhapatanam,Padmanabham,49622.0,24,2068.0,383
Andhra Pradesh,Krishna,Koduru,49571.0,9,5508.0,384
Andhra Pradesh,Spsr Nellore,Thotapalligudur,49545.0,20,2477.0,385
Andhra Pradesh,Guntur,Edlapadu,49492.0,12,4124.0,386
Andhra Pradesh,Prakasam,Maddipadu,49473.0,19,2604.0,387
Andhra Pradesh,Chittoor,Yadamarri,49437.0,24,2060.0,388
Andhra Pradesh,Anantapur,Pamidi,49292.0,22,2241.0,389
Andhra Pradesh,Guntur,Karlapalem,49243.0,5,9849.0,390
Andhra Pradesh,Vizianagaram,Mentada,49153.0,37,1328.0,391
Andhra Pradesh,Anantapur,Garladinne,49140.0,18,2730.0,392
Andhra Pradesh,Y.S.R.,Kamalapuram,49093.0,23,2134.0,393
Andhra Pradesh,Guntur,Prathipadu,49077.0,10,4908.0,394
Andhra Pradesh,Kurnool,Alur,49066.0,18,2726.0,395
Andhra Pradesh,Vizianagaram,Komarada,48995.0,91,538.0,396
Andhra Pradesh,Chittoor,Satyavedu,48992.0,30,1633.0,397
Andhra Pradesh,Spsr Nellore,Bogole,48935.0,12,4078.0,398
Andhra Pradesh,Chittoor,Irala,48891.0,18,2716.0,399
Andhra Pradesh,Chittoor,Gangavaram,48879.0,16,3055.0,400
Andhra Pradesh,Guntur,Machavaram,48808.0,9,5423.0,401
Andhra Pradesh,Srikakulam,Saravakota,48793.0,41,1190.0,402
Andhra Pradesh,Y.S.R.,Khajipet,48784.0,15,3252.0,403
Andhra Pradesh,Prakasam,Bestawaripeta,48615.0,19,2559.0,404
Andhra Pradesh,Guntur,Pedakurapadu,48569.0,14,3469.0,405
Andhra Pradesh,Prakasam,Inkollu,48565.0,9,5396.0,406
Andhra Pradesh,Visakhapatanam,Paravada,48404.0,18,2689.0,407
Andhra Pradesh,Prakasam,Pullalacheruvu,48369.0,16,3023.0,408
Andhra Pradesh,Anantapur,Vidapanakal,48353.0,14,3454.0,409
Andhra Pradesh,Vizianagaram,Makkuva,48344.0,48,1007.0,410
Andhra Pradesh,Kurnool,Kolimigundla,48318.0,21,2301.0,411
Andhra Pradesh,Anantapur,Vajrakarur,48252.0,16,3016.0,412
Andhra Pradesh,Vizianagaram,Badangi,48219.0,27,1786.0,413
Andhra Pradesh,Anantapur,Kundurpi,48205.0,10,4821.0,414
Andhra Pradesh,Kurnool,C.Belagal,48139.0,9,5349.0,415
Andhra Pradesh,West Godavari,Nidamarru,48098.0,21,2290.0,416
Andhra Pradesh,Kurnool,Pedda Kadubur,47984.0,18,2666.0,417
Andhra Pradesh,Anantapur,Gudibanda,47838.0,13,3680.0,418
Andhra Pradesh,Anantapur,Tanakal,47812.0,18,2656.0,419
Andhra Pradesh,Vizianagaram,Ramabhadrapuram,47723.0,31,1539.0,420
Andhra Pradesh,Prakasam,Kotha Patnam,47573.0,7,6796.0,421
Andhra Pradesh,Prakasam,Konakanamitla,47426.0,33,1437.0,422
Andhra Pradesh,East Godavari,Kotananduru,47404.0,14,3386.0,423
Andhra Pradesh,Vizianagaram,Gummalakshmipuram,47265.0,116,407.0,424
Andhra Pradesh,Guntur,Vinukonda,47219.0,21,2249.0,425
Andhra Pradesh,Kurnool,Chagalamarri,47076.0,19,2478.0,426
Andhra Pradesh,Guntur,Amruthalur,46960.0,13,3612.0,427
Andhra Pradesh,Guntur,Tsundur,46824.0,12,3902.0,428
Andhra Pradesh,Spsr Nellore,Vidavalur,46793.0,10,4679.0,429
Andhra Pradesh,Anantapur,Kambadur,46740.0,12,3895.0,430
Andhra Pradesh,Vizianagaram,Kurupam,46714.0,90,519.0,431
Andhra Pradesh,Guntur,Rentachintala,46622.0,9,5180.0,432
Andhra Pradesh,Y.S.R.,Vempalle,46582.0,11,4235.0,433
Andhra Pradesh,Spsr Nellore,Kodavalur,46563.0,15,3104.0,434
Andhra Pradesh,Spsr Nellore,Chillakur,46475.0,28,1660.0,435
Andhra Pradesh,Chittoor,Kalikiri,46413.0,14,3315.0,436
Andhra Pradesh,Anantapur,Chilamathur,46399.0,15,3093.0,437
Andhra Pradesh,Kurnool,Holagunda,46359.0,20,2318.0,438
Andhra Pradesh,Srikakulam,Vangara,46266.0,35,1322.0,439
Andhra Pradesh,Srikakulam,Hiramandalam,46204.0,36,1283.0,440
Andhra Pradesh,Y.S.R.,Galiveedu,46168.0,14,3298.0,441
Andhra Pradesh,Guntur,Veldurthi,45927.0,9,5103.0,442
Andhra Pradesh,Anantapur,Roddam,45903.0,21,2186.0,443
Andhra Pradesh,Prakasam,Ongole,45809.0,15,3054.0,444
Andhra Pradesh,Visakhapatanam,Cheedikada,45630.0,30,1521.0,445
Andhra Pradesh,Visakhapatanam,Rolugunta,45545.0,28,1627.0,446
Andhra Pradesh,Y.S.R.,Unknown Subdistricts Of India,45476.0,17,2675.0,447
Andhra Pradesh,Kurnool,Kallur,45194.0,18,2511.0,448
Andhra Pradesh,Prakasam,Cumbum,45131.0,14,3224.0,449
Andhra Pradesh,Chittoor,Ramasamudram,45078.0,15,3005.0,450
Andhra Pradesh,Chittoor,Vedurukuppam,44995.0,30,1500.0,451
Andhra Pradesh,Guntur,Vatticherukuru,44952.0,13,3458.0,452
Andhra Pradesh,Krishna,A.Konduru,44930.0,13,3456.0,453
Andhra Pradesh,Prakasam,Tallur,44881.0,13,3452.0,454
Andhra Pradesh,Visakhapatanam,Dumbriguda,44873.0,87,516.0,455
Andhra Pradesh,Prakasam,Janakavarampanguluru,44753.0,15,2984.0,456
Andhra Pradesh,Chittoor,Karvetinagar,44735.0,25,1789.0,457
Andhra Pradesh,Chittoor,Valmikipuram,44725.0,17,2631.0,458
Andhra Pradesh,Chittoor,Puthalapattu,44676.0,20,2234.0,459
Andhra Pradesh,Guntur,Durgi,44640.0,10,4464.0,460
Andhra Pradesh,Spsr Nellore,Rapur,44424.0,34,1307.0,461
Andhra Pradesh,Anantapur,Obuladevaracheruvu,44243.0,14,3160.0,462
Andhra Pradesh,Visakhapatanam,Ananthagiri,44192.0,253,175.0,463
Andhra Pradesh,Guntur,Vemuru,44079.0,12,3673.0,464
Andhra Pradesh,Spsr Nellore,Jaladanki,44059.0,12,3672.0,465
Andhra Pradesh,Guntur,Pedanandipadu,44042.0,12,3670.0,466
Andhra Pradesh,Kurnool,Bandi Atmakur,43988.0,15,2933.0,467
Andhra Pradesh,Vizianagaram,Pachipenta,43975.0,52,846.0,468
Andhra Pradesh,Visakhapatanam,Munchingi Puttu,43918.0,284,155.0,469
Andhra Pradesh,Kurnool,Rudravaram,43877.0,19,2309.0,470
Andhra Pradesh,Guntur,Kakumanu,43871.0,11,3988.0,471
Andhra Pradesh,Krishna,Ghantasala,43869.0,20,2193.0,472
Andhra Pradesh,Prakasam,Korisapadu,43844.0,10,4384.0,473
Andhra Pradesh,Guntur,Ipur,43453.0,13,3343.0,474
Andhra Pradesh,Chittoor,Kambhamvaripalle,43353.0,20,2168.0,475
Andhra Pradesh,Spsr Nellore,Sydapuram,43292.0,32,1353.0,476
Andhra Pradesh,Y.S.R.,Chitvel,43042.0,18,2391.0,477
Andhra Pradesh,Chittoor,Somala,42987.0,13,3307.0,478
Andhra Pradesh,Krishna,Reddigudem,42976.0,11,3907.0,479
Andhra Pradesh,Kurnool,Koilkuntla,42937.0,17,2526.0,480
Andhra Pradesh,Srikakulam,Burja,42749.0,59,725.0,481
Andhra Pradesh,West Godavari,Polavaram,42726.0,21,2035.0,482
Andhra Pradesh,Krishna,Vijayawada (Rural),42619.0,9,4735.0,483
Andhra Pradesh,Prakasam,Chimakurthi,42548.0,23,1850.0,484
Andhra Pradesh,Chittoor,Gudipala,42387.0,29,1462.0,485
Andhra Pradesh,Prakasam,Gudluru,42382.0,18,2355.0,486
Andhra Pradesh,Guntur,Rajupalem,42345.0,8,5293.0,487
Andhra Pradesh,Anantapur,Chennekothapalle,42308.0,11,3846.0,488
Andhra Pradesh,Anantapur,Gummagatta,42266.0,11,3842.0,489
Andhra Pradesh,Y.S.R.,Penagalur,42126.0,23,1832.0,490
Andhra Pradesh,Anantapur,Lepakshi,42101.0,10,4210.0,491
Andhra Pradesh,Anantapur,Talupula,42019.0,11,3820.0,492
Andhra Pradesh,Spsr Nellore,Tada,42018.0,22,1910.0,493
Andhra Pradesh,Anantapur,Peddavadugur,42012.0,24,1751.0,494
Andhra Pradesh,Prakasam,Donakonda,42002.0,27,1556.0,495
Andhra Pradesh,Kurnool,Velgode,41909.0,7,5987.0,496
Andhra Pradesh,Krishna,Avanigadda,41839.0,7,5977.0,497
Andhra Pradesh,Chittoor,Gurramkonda,41769.0,17,2457.0,498
Andhra Pradesh,Chittoor,Mulakalacheruvu,41711.0,16,2607.0,499
Andhra Pradesh,Spsr Nellore,Kaluvoya,41668.0,20,2083.0,500
Andhra Pradesh,Kurnool,Krishnagiri,41666.0,15,2778.0,501
Andhra Pradesh,Chittoor,Varadaiahpalem,41547.0,30,1385.0,502
Andhra Pradesh,Guntur,Muppalla,41507.0,9,4612.0,503
Andhra Pradesh,Spsr Nellore,Gudur,41474.0,21,1975.0,504
Andhra Pradesh,Spsr Nellore,Sangam,41368.0,16,2586.0,505
Andhra Pradesh,Chittoor,Thottambedu,41290.0,40,1032.0,506
Andhra Pradesh,Kurnool,Gudur,41228.0,11,3748.0,507
Andhra Pradesh,Prakasam,Zarugumalli,41224.0,20,2061.0,508
Andhra Pradesh,Anantapur,Singanamala,41186.0,19,2168.0,509
Andhra Pradesh,Kurnool,Panyam,41096.0,18,2283.0,510
Andhra Pradesh,Srikakulam,Bhamini,41058.0,22,1866.0,511
Andhra Pradesh,Y.S.R.,Pendlimarri,41011.0,22,1864.0,512
Andhra Pradesh,Krishna,Nandivada,40989.0,22,1863.0,513
Andhra Pradesh,Anantapur,Bukkapatnam,40701.0,8,5088.0,514
Andhra Pradesh,Prakasam,Chinaganjam,40668.0,7,5810.0,515
Andhra Pradesh,Spsr Nellore,Kaligiri,40589.0,20,2029.0,516
Andhra Pradesh,Anantapur,Beluguppa,40546.0,14,2896.0,517
Andhra Pradesh,Chittoor,Chowdepalle,40410.0,15,2694.0,518
Andhra Pradesh,Prakasam,Komarolu,40331.0,20,2017.0,519
Andhra Pradesh,Anantapur,Somandepalle,40219.0,20,2011.0,520
Andhra Pradesh,East Godavari,Rajavommangi,40033.0,61,656.0,521
Andhra Pradesh,Spsr Nellore,Ananthasagaram,39908.0,18,2217.0,522
Andhra Pradesh,Krishna,Thotlavalluru,39685.0,16,2480.0,523
Andhra Pradesh,Y.S.R.,Mylavaram,39641.0,26,1525.0,524
Andhra Pradesh,Kurnool,Pamulapadu,39630.0,11,3603.0,525
Andhra Pradesh,Anantapur,Brahmasamudram,39518.0,13,3040.0,526
Andhra Pradesh,Chittoor,K.V.B.Puram,39432.0,37,1066.0,527
Andhra Pradesh,Anantapur,D.Hirehal,39394.0,17,2317.0,528
Andhra Pradesh,Prakasam,Karamchedu,39356.0,7,5622.0,529
Andhra Pradesh,Kurnool,Gadivemula,39337.0,14,2810.0,530
Andhra Pradesh,Y.S.R.,Chapad,39153.0,17,2303.0,531
Andhra Pradesh,Anantapur,Nallamada,39152.0,10,3915.0,532
Andhra Pradesh,Prakasam,Dornala,39149.0,19,2060.0,533
Andhra Pradesh,Spsr Nellore,Marripadu,39129.0,21,1863.0,534
Andhra Pradesh,Kurnool,Midthur,38938.0,17,2290.0,535
Andhra Pradesh,Chittoor,Penumuru,38912.0,17,2289.0,536
Andhra Pradesh,Guntur,Pittalavanipalem,38892.0,6,6482.0,537
Andhra Pradesh,Y.S.R.,Kondapuram,38864.0,34,1143.0,538
Andhra Pradesh,Prakasam,Chandra Sekhara Puram,38815.0,36,1078.0,539
Andhra Pradesh,Y.S.R.,Pullampeta,38754.0,24,1615.0,540
Andhra Pradesh,Chittoor,Thamballapalle,38693.0,16,2418.0,541
Andhra Pradesh,Spsr Nellore,Dakkili,38684.0,43,900.0,542
Andhra Pradesh,Anantapur,Kothacheruvu,38665.0,21,1841.0,543
Andhra Pradesh,Kurnool,Gospadu,38614.0,15,2574.0,544
Andhra Pradesh,Chittoor,Pulicherla,38554.0,15,2570.0,545
Andhra Pradesh,Chittoor,Gudupalle,38480.0,47,819.0,546
Andhra Pradesh,East Godavari,Rampachodavaram,38413.0,77,499.0,547
Andhra Pradesh,East Godavari,Addateegala,38387.0,88,436.0,548
Andhra Pradesh,Anantapur,Settur,38281.0,9,4253.0,549
Andhra Pradesh,Prakasam,Marripudi,38229.0,24,1593.0,550
Andhra Pradesh,Prakasam,Kurichedu,38110.0,17,2242.0,551
Andhra Pradesh,Prakasam,Peda Araveedu,37854.0,16,2366.0,552
Andhra Pradesh,Chittoor,Kurabalakota,37686.0,7,5384.0,553
Andhra Pradesh,Spsr Nellore,Kondapuram,37283.0,24,1553.0,554
Andhra Pradesh,Spsr Nellore,Chittamur,37246.0,33,1129.0,555
Andhra Pradesh,Kurnool,Halaharvi,37024.0,24,1543.0,556
Andhra Pradesh,Anantapur,Kanaganapalle,36864.0,10,3686.0,557
Andhra Pradesh,Guntur,Savalyapuram H/O Kanamarlapudi,36857.0,7,5265.0,558
Andhra Pradesh,Anantapur,Putlur,36814.0,17,2166.0,559
Andhra Pradesh,East Godavari,Chintur,36763.0,79,465.0,560
Andhra Pradesh,Prakasam,Ardhaveedu,36688.0,12,3057.0,561
Andhra Pradesh,Prakasam,Chirala,36530.0,2,18265.0,562
Andhra Pradesh,Prakasam,Kondapi,36412.0,17,2142.0,563
Andhra Pradesh,Spsr Nellore,Vinjamur,36351.0,15,2423.0,564
Andhra Pradesh,Y.S.R.,Nandalur,36298.0,19,1910.0,565
Andhra Pradesh,Krishna,Mopidevi,36012.0,17,2118.0,566
Andhra Pradesh,Anantapur,Atmakur,35995.0,8,4499.0,567
Andhra Pradesh,Spsr Nellore,Manubolu,35828.0,18,1990.0,568
Andhra Pradesh,Anantapur,Kudair,35819.0,13,2755.0,569
Andhra Pradesh,Spsr Nellore,Dagadarthi,35742.0,22,1625.0,570
Andhra Pradesh,Kurnool,Sanjamala,35431.0,20,1772.0,571
Andhra Pradesh,Y.S.R.,Chennur,35331.0,14,2524.0,572
Andhra Pradesh,Anantapur,Bathalapalle,35318.0,11,3211.0,573
Andhra Pradesh,East Godavari,Nellipaka,35311.0,61,579.0,574
Andhra Pradesh,Y.S.R.,Sidhout,35261.0,18,1959.0,575
Andhra Pradesh,Y.S.R.,Peddamudium,35221.0,25,1409.0,576
Andhra Pradesh,Prakasam,Ponnaluru,35161.0,22,1598.0,577
Andhra Pradesh,Y.S.R.,Sambepalle,35131.0,11,3194.0,578
Andhra Pradesh,Spsr Nellore,Ojili,34966.0,44,795.0,579
Andhra Pradesh,Anantapur,Rolla,34888.0,7,4984.0,580
Andhra Pradesh,Y.S.R.,Lakkireddipalle,34475.0,11,3134.0,581
Andhra Pradesh,Chittoor,Peddamandyam,34453.0,9,3828.0,582
Andhra Pradesh,Y.S.R.,Brahmamgarimattam,34396.0,18,1911.0,583
Andhra Pradesh,Prakasam,Pedacherlo Palle,34395.0,19,1810.0,584
Andhra Pradesh,Prakasam,Racherla,34335.0,12,2861.0,585
Andhra Pradesh,Chittoor,Kalakada,34279.0,16,2142.0,586
Andhra Pradesh,Kurnool,Jupadu Bungalow,34193.0,10,3419.0,587
Andhra Pradesh,Anantapur,Raptadu,34139.0,11,3104.0,588
Andhra Pradesh,Spsr Nellore,Vakadu,33927.0,32,1060.0,589
Andhra Pradesh,Chittoor,Nagalapuram,33886.0,12,2824.0,590
Andhra Pradesh,Chittoor,Sodam,33771.0,13,2598.0,591
Andhra Pradesh,Chittoor,Srirangarajapuram,33762.0,34,993.0,592
Andhra Pradesh,Spsr Nellore,Chejerla,33755.0,18,1875.0,593
Andhra Pradesh,Spsr Nellore,Pellakur,33746.0,28,1205.0,594
Andhra Pradesh,Anantapur,Yellanur,33739.0,19,1776.0,595
Andhra Pradesh,Prakasam,Veligandla,33628.0,22,1529.0,596
Andhra Pradesh,Prakasam,Voletivaripalem,33613.0,20,1681.0,597
Andhra Pradesh,Kurnool,Maddikera (East),33601.0,6,5600.0,598
Andhra Pradesh,Kurnool,Mahanandi,33572.0,9,3730.0,599
Andhra Pradesh,Anantapur,Peddapappur,33556.0,17,1974.0,600
Andhra Pradesh,Spsr Nellore,Udayagiri,33413.0,16,2088.0,601
Andhra Pradesh,Y.S.R.,Ramapuram,33271.0,12,2773.0,602
Andhra Pradesh,Krishna,Pedaparupudi,33099.0,18,1839.0,603
Andhra Pradesh,Prakasam,Lingasamudram,33082.0,18,1838.0,604
Andhra Pradesh,Y.S.R.,Chinthakommadinne,33066.0,16,2067.0,605
Andhra Pradesh,Kurnool,Pagidyala,32892.0,6,5482.0,606
Andhra Pradesh,West Godavari,Kukunoor,32789.0,25,1312.0,607
Andhra Pradesh,Y.S.R.,Chinnamandem,32750.0,9,3639.0,608
Andhra Pradesh,Visakhapatanam,Pendurthi,32716.0,14,2337.0,609
Andhra Pradesh,Spsr Nellore,Anumasamudrampeta,32681.0,23,1421.0,610
Andhra Pradesh,Spsr Nellore,Balayapalle,32653.0,46,710.0,611
Andhra Pradesh,Y.S.R.,Muddanur,32545.0,22,1479.0,612
Andhra Pradesh,Y.S.R.,Veeraballe,32439.0,8,4055.0,613
Andhra Pradesh,Prakasam,Tarlupadu,32386.0,25,1295.0,614
Andhra Pradesh,Spsr Nellore,Doravarisatram,32243.0,42,768.0,615
Andhra Pradesh,Y.S.R.,Rajupalem,31944.0,17,1879.0,616
Andhra Pradesh,Y.S.R.,Kalasapadu,31922.0,23,1388.0,617
Andhra Pradesh,Anantapur,Agali,31886.0,8,3986.0,618
Andhra Pradesh,Srikakulam,Sarubujjili,31733.0,38,835.0,619
Andhra Pradesh,Anantapur,Tadimarri,31731.0,11,2885.0,620
Andhra Pradesh,Y.S.R.,Simhadripuram,31654.0,20,1583.0,621
Andhra Pradesh,Anantapur,Ramagiri,31474.0,10,3147.0,622
Andhra Pradesh,Kurnool,Chippagiri,31465.0,14,2248.0,623
Andhra Pradesh,Chittoor,Pichatur,31389.0,17,1846.0,624
Andhra Pradesh,Guntur,Guntur East,31326.0,4,7832.0,625
Andhra Pradesh,Chittoor,Vadamalapeta,31291.0,19,1647.0,626
Andhra Pradesh,Chittoor,Nimmanapalle,31166.0,10,3117.0,627
Andhra Pradesh,Y.S.R.,Veerapunayunipalle,30939.0,18,1719.0,628
Andhra Pradesh,Chittoor,Buchinaidu Kandriga,30885.0,24,1287.0,629
Andhra Pradesh,Guntur,Bellamkonda,30791.0,13,2369.0,630
Andhra Pradesh,Y.S.R.,Chakrayapet,30682.0,16,1918.0,631
Andhra Pradesh,Chittoor,Ramachandrapuram,30533.0,17,1796.0,632
Andhra Pradesh,Prakasam,Hanumanthuni Padu,30436.0,25,1217.0,633
Andhra Pradesh,Anantapur,Nallacheruvu,30186.0,11,2744.0,634
Andhra Pradesh,Anantapur,Nambulipulikunta,30134.0,12,2511.0,635
Andhra Pradesh,Y.S.R.,Vontimitta,29790.0,12,2483.0,636
Andhra Pradesh,Prakasam,Yeddana Pudi,29585.0,8,3698.0,637
Andhra Pradesh,Y.S.R.,Lingala,29473.0,16,1842.0,638
Andhra Pradesh,Chittoor,Vijayapuram,29317.0,17,1725.0,639
Andhra Pradesh,Kurnool,Kothapalle,29126.0,13,2240.0,640
Andhra Pradesh,West Godavari,Jeelugu Milli,28501.0,26,1096.0,641
Andhra Pradesh,Spsr Nellore,Varikuntapadu,28160.0,28,1006.0,642
Andhra Pradesh,Kurnool,Uyyalawada,28098.0,19,1479.0,643
Andhra Pradesh,East Godavari,Y. Ramavaram,27950.0,124,225.0,644
Andhra Pradesh,Chittoor,Nindra,27905.0,15,1860.0,645
Andhra Pradesh,East Godavari,Devipatnam,27898.0,45,620.0,646
Andhra Pradesh,Y.S.R.,Sri Avadhutha Kasinayana,27842.0,16,1740.0,647
Andhra Pradesh,Y.S.R.,Vallur,27577.0,17,1622.0,648
Andhra Pradesh,Chittoor,Rompicherla,27359.0,7,3908.0,649
Andhra Pradesh,Chittoor,Palamaner,27309.0,14,1951.0,650
Andhra Pradesh,Srikakulam,Lakshminarsupeta,27141.0,40,679.0,651
Andhra Pradesh,Anantapur,Amadagur,26093.0,13,2007.0,652
Andhra Pradesh,East Godavari,Gangavaram,25938.0,55,472.0,653
Andhra Pradesh,Y.S.R.,Vemula,25578.0,12,2132.0,654
Andhra Pradesh,Kurnool,Dornipadu,25447.0,9,2827.0,655
Andhra Pradesh,Chittoor,Yerravaripalem,25173.0,10,2517.0,656
Andhra Pradesh,Chittoor,Chinnagottigallu,24910.0,10,2491.0,657
Andhra Pradesh,Chittoor,Narayanavanam,24778.0,15,1652.0,658
Andhra Pradesh,East Godavari,Kunavaram,24597.0,48,512.0,659
Andhra Pradesh,Anantapur,Gandlapenta,24118.0,12,2010.0,660
Andhra Pradesh,Spsr Nellore,Duttalur,23633.0,15,1576.0,661
Andhra Pradesh,East Godavari,Vararamachandrapuram,23411.0,54,434.0,662
Andhra Pradesh,Spsr Nellore,Seetharamapuram,22342.0,21,1064.0,663
Andhra Pradesh,Y.S.R.,Thondur,22213.0,16,1388.0,664
Andhra Pradesh,West Godavari,Velairpadu,21462.0,20,1073.0,665
Andhra Pradesh,Chittoor,Palasamudram,20948.0,19,1103.0,666
Andhra Pradesh,Y.S.R.,Atlur,20185.0,15,1346.0,667
Andhra Pradesh,Y.S.R.,Badvel,19819.0,18,1101.0,668
Andhra Pradesh,Y.S.R.,B.Kodur,19450.0,15,1297.0,669
Andhra Pradesh,East Godavari,Maredumilli,18010.0,67,269.0,670
Andhra Pradesh,Y.S.R.,Gopavaram,15528.0,6,2588.0,671
Andhra Pradesh,East Godavari,Unknown Subdistricts Of India,9904.0,1,9904.0,672
Andhra Pradesh,Guntur,Unknown Subdistricts Of India,8124.0,1,8124.0,673
Andhra Pradesh,Y.S.R.,Kadapa,3402.0,1,3402.0,674
Andhra Pradesh,West Godavari,Unknown Subdistricts Of India,984.0,1,984.0,675
Arunachal Pradesh,Papum Pare,Naharlagun Eac,68953.0,6,11492.0,1
Arunachal Pradesh,Changlang,Unknown Subdistricts Of India,40379.0,38,1063.0,2
Arunachal Pradesh,Lower Dibang Valley,Roing Hq,23973.0,44,545.0,3
Arunachal Pradesh,Namsai,Lekang Mahadevpur Circle,23758.0,43,553.0,4
Arunachal Pradesh,East Siang,Mebo Adc,23469.0,11,2134.0,5
Arunachal Pradesh,Changlang,Tikhak Rima Putok Circle,23244.0,14,1660.0,6
Arunachal Pradesh,Kra Daadi,Palin Circle,20672.0,39,530.0,7
Arunachal Pradesh,Changlang,Bordumsa Adc,19544.0,37,528.0,8
Arunachal Pradesh,Lower Subansiri,Yazali Circle,18482.0,31,596.0,9
Arunachal Pradesh,Leparada,Daring Circle,18480.0,13,1422.0,10
Arunachal Pradesh,East Kameng,Seppa Hq,18369.0,24,765.0,11
Arunachal Pradesh,Kurung Kumey,Nyapin Adc,16715.0,25,669.0,12
Arunachal Pradesh,Lower Subansiri,Ziro Hq,16623.0,25,665.0,13
Arunachal Pradesh,Lohit,Tezu Hq,16277.0,30,543.0,14
Arunachal Pradesh,Longding,Longding Hq,15703.0,14,1122.0,15
Arunachal Pradesh,Namsai,Chongkham Eac,15636.0,35,447.0,16
Arunachal Pradesh,Namsai,Unknown Subdistricts Of India,14790.0,7,2113.0,17
Arunachal Pradesh,Namsai,Lathao Circle,12909.0,14,922.0,18
Arunachal Pradesh,Longding,Pangchao Sdo,10421.0,11,947.0,19
Arunachal Pradesh,Changlang,Miao Adc,9862.0,29,340.0,20
Arunachal Pradesh,East Siang,Pasighat Hq,9650.0,25,386.0,21
Arunachal Pradesh,Namsai,Namsai Hq,9557.0,24,398.0,22
Arunachal Pradesh,Changlang,Kharsang Circle,9509.0,28,340.0,23
Arunachal Pradesh,Longding,Wakka Sdo,9246.0,12,771.0,24
Arunachal Pradesh,Namsai,Piyong Circle,9055.0,19,477.0,25
Arunachal Pradesh,East Siang,Oyan Circle,8661.0,12,722.0,26
Arunachal Pradesh,Papum Pare,Doimukh Sdo,8623.0,21,411.0,27
Arunachal Pradesh,Lower Subansiri,Old Ziro Sdo,8004.0,25,320.0,28
Arunachal Pradesh,Leparada,Basar Adc,6692.0,20,335.0,29
Arunachal Pradesh,Lohit,Wakro Circle,6678.0,39,171.0,30
Arunachal Pradesh,Longding,Kanubari Adc,6633.0,12,553.0,31
Arunachal Pradesh,East Siang,Namsing Circle,6544.0,8,818.0,32
Arunachal Pradesh,Dibang Valley,Unknown Subdistricts Of India,6469.0,1,6469.0,33
Arunachal Pradesh,Lower Siang,Likabali Sdo,6272.0,20,314.0,34
Arunachal Pradesh,Papum Pare,Banderdewa Circle,6078.0,18,338.0,35
Arunachal Pradesh,Kamle,Kamporijo Circle,5955.0,36,165.0,36
Arunachal Pradesh,Lower Dibang Valley,Unknown Subdistricts Of India,5919.0,1,5919.0,37
Arunachal Pradesh,East Siang,Ruksin Adc,5806.0,11,528.0,38
Arunachal Pradesh,Papum Pare,Sagalee Adc,5657.0,29,195.0,39
Arunachal Pradesh,Papum Pare,Balijan Adc,5638.0,28,201.0,40
Arunachal Pradesh,Lower Subansiri,Yachuli Adc,5557.0,33,168.0,41
Arunachal Pradesh,Papum Pare,Kimin Sdo,5465.0,18,304.0,42
Arunachal Pradesh,Lower Dibang Valley,Dambuk Adc,5280.0,12,440.0,43
Arunachal Pradesh,Kurung Kumey,Sangram Sdo,5264.0,39,135.0,44
Arunachal Pradesh,Changlang,Diyun Eac,5181.0,13,399.0,45
Arunachal Pradesh,Lower Dibang Valley,Tinali Paglam Circle,5163.0,6,861.0,46
Arunachal Pradesh,Anjaw,Hayuliang Adc,5097.0,58,88.0,47
