STATE,DISTRICT,SUB_DISTRICT,VILLAGE_COUNT,TOTAL_POP,AVG_VILLAGE_POP,PCT_OF_DISTRICT,RANK_IN_DISTRICT
Andhra Pradesh,Kurnool,Kolimigundla,21,48318.0,2301.0,1.8,26
Andhra Pradesh,Kurnool,C.Belagal,9,48139.0,5349.0,1.79,27
Andhra Pradesh,Kurnool,Pedda Kadubur,18,47984.0,2666.0,1.79,28
Andhra Pradesh,Kurnool,Chagalamarri,19,47076.0,2478.0,1.75,29
Andhra Pradesh,Kurnool,Holagunda,20,46359.0,2318.0,1.72,30
Andhra Pradesh,Kurnool,Kallur,18,45194.0,2511.0,1.68,31
Andhra Pradesh,Kurnool,Bandi Atmakur,15,43988.0,2933.0,1.64,32
Andhra Pradesh,Kurnool,Rudravaram,19,43877.0,2309.0,1.63,33
Andhra Pradesh,Kurnool,Koilkuntla,17,42937.0,2526.0,1.6,34
Andhra Pradesh,Kurnool,Velgode,7,41909.0,5987.0,1.56,35
Andhra Pradesh,Kurnool,Krishnagiri,15,41666.0,2778.0,1.55,36
Andhra Pradesh,Kurnool,Gudur,11,41228.0,3748.0,1.53,37
Andhra Pradesh,Kurnool,Panyam,18,41096.0,2283.0,1.53,38
Andhra Pradesh,Kurnool,Pamulapadu,11,39630.0,3603.0,1.47,39
Andhra Pradesh,Kurnool,Gadivemula,14,39337.0,2810.0,1.46,40
Andhra Pradesh,Kurnool,Midthur,17,38938.0,2290.0,1.45,41
Andhra Pradesh,Kurnool,Gospadu,15,38614.0,2574.0,1.44,42
Andhra Pradesh,Kurnool,Halaharvi,24,37024.0,1543.0,1.38,43
Andhra Pradesh,Kurnool,Sanjamala,20,35431.0,1772.0,1.32,44
Andhra Pradesh,Kurnool,Bethamcherla,9,34927.0,3881.0,1.3,45
Andhra Pradesh,Kurnool,Jupadu Bungalow,10,34193.0,3419.0,1.27,46
Andhra Pradesh,Kurnool,Maddikera (East),6,33601.0,5600.0,1.25,47
Andhra Pradesh,Kurnool,Mahanandi,9,33572.0,3730.0,1.25,48
Andhra Pradesh,Kurnool,Pagidyala,6,32892.0,5482.0,1.22,49
Andhra Pradesh,Kurnool,Chippagiri,14,31465.0,2248.0,1.17,50
Andhra Pradesh,Kurnool,Kothapalle,13,29126.0,2240.0,1.08,51
Andhra Pradesh,Kurnool,Uyyalawada,19,28098.0,1479.0,1.05,52
Andhra Pradesh,Kurnool,Dornipadu,9,25447.0,2827.0,0.95,53
Andhra Pradesh,Kurnool,Unknown Subdistricts Of India,3,6345.0,2115.0,0.24,54
Andhra Pradesh,Prakasam,Kanigiri,34,82491.0,2426.0,3.18,1
Andhra Pradesh,Prakasam,Giddalur,18,78462.0,4359.0,3.03,2
Andhra Pradesh,Prakasam,Addanki,18,74904.0,4161.0,2.89,3
Andhra Pradesh,Prakasam,Darsi,32,74862.0,2339.0,2.89,4
Andhra Pradesh,Prakasam,Naguluppala Padu,18,68911.0,3828.0,2.66,5
Andhra Pradesh,Prakasam,Martur,13,63954.0,4920.0,2.47,6
Andhra Pradesh,Prakasam,Tangutur,14,58871.0,4205.0,2.27,7
Andhra Pradesh,Prakasam,Podili,31,57424.0,1852.0,2.22,8
Andhra Pradesh,Prakasam,Santhanuthala Padu,16,57104.0,3569.0,2.2,9
Andhra Pradesh,Prakasam,Parchur,14,55840.0,3989.0,2.15,10
Andhra Pradesh,Prakasam,Tripuranthakam,15,55061.0,3671.0,2.12,11
Andhra Pradesh,Prakasam,Yerragondapalem,24,53874.0,2245.0,2.08,12
Andhra Pradesh,Prakasam,Santhamaguluru,10,53608.0,5361.0,2.07,13
Andhra Pradesh,Prakasam,Mundlamuru,28,53132.0,1898.0,2.05,14
Andhra Pradesh,Prakasam,Ulavapadu,11,50375.0,4580.0,1.94,15
Andhra Pradesh,Prakasam,Ballikurava,14,49713.0,3551.0,1.92,16
Andhra Pradesh,Prakasam,Maddipadu,19,49473.0,2604.0,1.91,17
Andhra Pradesh,Prakasam,Inkollu,9,48565.0,5396.0,1.87,18
Andhra Pradesh,Prakasam,Markapur,21,48401.0,2305.0,1.87,19
Andhra Pradesh,Prakasam,Pullalacheruvu,16,48369.0,3023.0,1.87,20
Andhra Pradesh,Prakasam,Kotha Patnam,7,47573.0,6796.0,1.84,21
Andhra Pradesh,Prakasam,Konakanamitla,33,47426.0,1437.0,1.83,22
Andhra Pradesh,Prakasam,Ongole,15,45809.0,3054.0,1.77,23
Andhra Pradesh,Prakasam,Cumbum,14,45131.0,3224.0,1.74,24
Andhra Pradesh,Prakasam,Tallur,13,44881.0,3452.0,1.73,25
Andhra Pradesh,Prakasam,Janakavarampanguluru,15,44753.0,2984.0,1.73,26
Andhra Pradesh,Prakasam,Korisapadu,10,43844.0,4384.0,1.69,27
Andhra Pradesh,Prakasam,Chimakurthi,23,42548.0,1850.0,1.64,28
Andhra Pradesh,Prakasam,Gudluru,18,42382.0,2355.0,1.64,29
Andhra Pradesh,Prakasam,Bestawaripeta,18,42089.0,2338.0,1.62,30
Andhra Pradesh,Prakasam,Donakonda,27,42002.0,1556.0,1.62,31
Andhra Pradesh,Prakasam,Zarugumalli,20,41224.0,2061.0,1.59,32
Andhra Pradesh,Prakasam,Pamur,26,40712.0,1566.0,1.57,33
Andhra Pradesh,Prakasam,Chinaganjam,7,40668.0,5810.0,1.57,34
Andhra Pradesh,Prakasam,Komarolu,20,40331.0,2017.0,1.56,35
Andhra Pradesh,Prakasam,Singarayakonda,8,39704.0,4963.0,1.53,36
Andhra Pradesh,Prakasam,Karamchedu,7,39356.0,5622.0,1.52,37
Andhra Pradesh,Prakasam,Dornala,19,39149.0,2060.0,1.51,38
Andhra Pradesh,Prakasam,Chandra Sekhara Puram,36,38815.0,1078.0,1.5,39
Andhra Pradesh,Prakasam,Marripudi,24,38229.0,1593.0,1.47,40
Andhra Pradesh,Prakasam,Kurichedu,17,38110.0,2242.0,1.47,41
Andhra Pradesh,Prakasam,Peda Araveedu,16,37854.0,2366.0,1.46,42
Andhra Pradesh,Prakasam,Ardhaveedu,12,36688.0,3057.0,1.42,43
Andhra Pradesh,Prakasam,Chirala,2,36530.0,18265.0,1.41,44
Andhra Pradesh,Prakasam,Kondapi,17,36412.0,2142.0,1.4,45
Andhra Pradesh,Prakasam,Ponnaluru,22,35161.0,1598.0,1.36,46
Andhra Pradesh,Prakasam,Pedacherlo Palle,19,34395.0,1810.0,1.33,47
Andhra Pradesh,Prakasam,Racherla,12,34335.0,2861.0,1.32,48
Andhra Pradesh,Prakasam,Veligandla,22,33628.0,1529.0,1.3,49
Andhra Pradesh,Prakasam,Voletivaripalem,20,33613.0,1681.0,1.3,50
Andhra Pradesh,Prakasam,Lingasamudram,18,33082.0,1838.0,1.28,51
Andhra Pradesh,Prakasam,Tarlupadu,25,32386.0,1295.0,1.25,52
Andhra Pradesh,Prakasam,Hanumanthuni Padu,25,30436.0,1217.0,1.17,53
Andhra Pradesh,Prakasam,Yeddana Pudi,8,29585.0,3698.0,1.14,54
Andhra Pradesh,Prakasam,Kandukur,16,29570.0,1848.0,1.14,55
Andhra Pradesh,Prakasam,Vetapalem,4,28063.0,7016.0,1.08,56
Andhra Pradesh,Prakasam,Unknown Subdistricts Of India,2,22187.0,11094.0,0.86,57
Andhra Pradesh,Spsr Nellore,Sullurpeta,40,75928.0,1898.0,3.69,1
Andhra Pradesh,Spsr Nellore,Nellore,28,75415.0,2693.0,3.67,2
Andhra Pradesh,Spsr Nellore,Buchireddipalem,14,72566.0,5183.0,3.53,3
Andhra Pradesh,Spsr Nellore,Kovur,10,72051.0,7205.0,3.5,4
Andhra Pradesh,Spsr Nellore,Naidupet,33,68631.0,2080.0,3.34,5
Andhra Pradesh,Spsr Nellore,Podalakur,36,62742.0,1743.0,3.05,6
Andhra Pradesh,Spsr Nellore,Atmakur,21,59242.0,2821.0,2.88,7
Andhra Pradesh,Spsr Nellore,Indukurpet,16,57460.0,3591.0,2.79,8
Andhra Pradesh,Spsr Nellore,Venkatachalam,20,55592.0,2780.0,2.7,9
Andhra Pradesh,Spsr Nellore,Kavali,15,54837.0,3656.0,2.67,10
Andhra Pradesh,Spsr Nellore,Allur,14,52990.0,3785.0,2.58,11
Andhra Pradesh,Spsr Nellore,Kota,19,51172.0,2693.0,2.49,12
Andhra Pradesh,Spsr Nellore,Muthukur,15,50712.0,3381.0,2.47,13
Andhra Pradesh,Spsr Nellore,Thotapalligudur,20,49545.0,2477.0,2.41,14
Andhra Pradesh,Spsr Nellore,Vidavalur,10,46793.0,4679.0,2.28,15
Andhra Pradesh,Spsr Nellore,Kodavalur,15,46563.0,3104.0,2.26,16
Andhra Pradesh,Spsr Nellore,Chillakur,28,46475.0,1660.0,2.26,17
Andhra Pradesh,Spsr Nellore,Rapur,34,44424.0,1307.0,2.16,18
Andhra Pradesh,Spsr Nellore,Jaladanki,12,44059.0,3672.0,2.14,19
Andhra Pradesh,Spsr Nellore,Sydapuram,32,43292.0,1353.0,2.11,20
Andhra Pradesh,Spsr Nellore,Tada,22,42018.0,1910.0,2.04,21
Andhra Pradesh,Spsr Nellore,Kaluvoya,20,41668.0,2083.0,2.03,22
Andhra Pradesh,Spsr Nellore,Gudur,21,41474.0,1975.0,2.02,23
Andhra Pradesh,Spsr Nellore,Sangam,16,41368.0,2586.0,2.01,24
Andhra Pradesh,Spsr Nellore,Kaligiri,20,40589.0,2029.0,1.97,25
Andhra Pradesh,Spsr Nellore,Bogole,11,40406.0,3673.0,1.96,26
Andhra Pradesh,Spsr Nellore,Ananthasagaram,18,39908.0,2217.0,1.94,27
Andhra Pradesh,Spsr Nellore,Marripadu,21,39129.0,1863.0,1.9,28
Andhra Pradesh,Spsr Nellore,Dakkili,43,38684.0,900.0,1.88,29
Andhra Pradesh,Spsr Nellore,Kondapuram,24,37283.0,1553.0,1.81,30
Andhra Pradesh,Spsr Nellore,Chittamur,33,37246.0,1129.0,1.81,31
Andhra Pradesh,Spsr Nellore,Vinjamur,15,36351.0,2423.0,1.77,32
Andhra Pradesh,Spsr Nellore,Manubolu,18,35828.0,1990.0,1.74,33
Andhra Pradesh,Spsr Nellore,Dagadarthi,22,35742.0,1625.0,1.74,34
Andhra Pradesh,Spsr Nellore,Ojili,44,34966.0,795.0,1.7,35
Andhra Pradesh,Spsr Nellore,Venkatagiri,53,34318.0,648.0,1.67,36
Andhra Pradesh,Spsr Nellore,Vakadu,32,33927.0,1060.0,1.65,37
Andhra Pradesh,Spsr Nellore,Chejerla,18,33755.0,1875.0,1.64,38
Andhra Pradesh,Spsr Nellore,Pellakur,28,33746.0,1205.0,1.64,39
Andhra Pradesh,Spsr Nellore,Udayagiri,16,33413.0,2088.0,1.62,40
Andhra Pradesh,Spsr Nellore,Anumasamudrampeta,23,32681.0,1421.0,1.59,41
Andhra Pradesh,Spsr Nellore,Balayapalle,46,32653.0,710.0,1.59,42
Andhra Pradesh,Spsr Nellore,Doravarisatram,42,32243.0,768.0,1.57,43
Andhra Pradesh,Spsr Nellore,Varikuntapadu,28,28160.0,1006.0,1.37,44
Andhra Pradesh,Spsr Nellore,Duttalur,15,23633.0,1576.0,1.15,45
Andhra Pradesh,Spsr Nellore,Seetharamapuram,21,22342.0,1064.0,1.09,46
Andhra Pradesh,Spsr Nellore,Unknown Subdistricts Of India,1,2388.0,2388.0,0.12,47
Andhra Pradesh,Srikakulam,Etcherla,27,82051.0,3039.0,3.65,1
Andhra Pradesh,Srikakulam,Ranastalam,55,77436.0,1408.0,3.44,2
Andhra Pradesh,Srikakulam,Mandasa,76,76402.0,1005.0,3.4,3
Andhra Pradesh,Srikakulam,Gara,24,75017.0,3126.0,3.34,4
Andhra Pradesh,Srikakulam,Narasannapeta,45,74284.0,1651.0,3.3,5
Andhra Pradesh,Srikakulam,Palakonda,45,73592.0,1635.0,3.27,6
Andhra Pradesh,Srikakulam,Ponduru,38,73175.0,1926.0,3.25,7
Andhra Pradesh,Srikakulam,Kaviti,21,70945.0,3378.0,3.15,8
Andhra Pradesh,Srikakulam,Tekkali,49,70872.0,1446.0,3.15,9
Andhra Pradesh,Srikakulam,Kotabommali,43,69906.0,1626.0,3.11,10
Andhra Pradesh,Srikakulam,Vajrapukothuru,58,69398.0,1197.0,3.09,11
Andhra Pradesh,Srikakulam,Regidi Amadalavalasa,51,68422.0,1342.0,3.04,12
Andhra Pradesh,Srikakulam,Laveru,41,67344.0,1643.0,2.99,13
Andhra Pradesh,Srikakulam,Polaki,42,65734.0,1565.0,2.92,14
Andhra Pradesh,Srikakulam,Santhabommali,39,64845.0,1663.0,2.88,15
Andhra Pradesh,Srikakulam,Srikakulam,24,64291.0,2679.0,2.86,16
Andhra Pradesh,Srikakulam,Veeraghattam,39,63882.0,1638.0,2.84,17
Andhra Pradesh,Srikakulam,Santhakaviti,50,62752.0,1255.0,2.79,18
Andhra Pradesh,Srikakulam,Kothuru,34,60876.0,1790.0,2.71,19
Andhra Pradesh,Srikakulam,Jalumuru,52,60200.0,1158.0,2.68,20
Andhra Pradesh,Srikakulam,Kanchili,52,59845.0,1151.0,2.66,21
Andhra Pradesh,Srikakulam,Pathapatnam,41,58381.0,1424.0,2.6,22
Andhra Pradesh,Srikakulam,Rajam,28,57172.0,2042.0,2.54,23
Andhra Pradesh,Srikakulam,Sompeta,32,56715.0,1772.0,2.52,24
Andhra Pradesh,Srikakulam,Ganguvarisigadam,42,55087.0,1312.0,2.45,25
Andhra Pradesh,Srikakulam,Nandigam,100,53192.0,532.0,2.37,26
Andhra Pradesh,Srikakulam,Seethampeta,113,52282.0,463.0,2.32,27
Andhra Pradesh,Srikakulam,Meliaputti,65,50490.0,777.0,2.25,28
Andhra Pradesh,Srikakulam,Saravakota,41,48793.0,1190.0,2.17,29
Andhra Pradesh,Srikakulam,Vangara,35,46266.0,1322.0,2.06,30
Andhra Pradesh,Srikakulam,Hiramandalam,36,46204.0,1283.0,2.05,31
Andhra Pradesh,Srikakulam,Amadalavalasa,36,46014.0,1278.0,2.05,32
Andhra Pradesh,Srikakulam,Ichchapuram,24,44085.0,1837.0,1.96,33
Andhra Pradesh,Srikakulam,Burja,59,42749.0,725.0,1.9,34
Andhra Pradesh,Srikakulam,Bhamini,22,41058.0,1866.0,1.83,35
Andhra Pradesh,Srikakulam,Palasa,49,37951.0,775.0,1.69,36
Andhra Pradesh,Srikakulam,Sarubujjili,38,31733.0,835.0,1.41,37
Andhra Pradesh,Srikakulam,Lakshminarsupeta,40,27141.0,679.0,1.21,38
Andhra Pradesh,Srikakulam,Unknown Subdistricts Of India,1,2228.0,2228.0,0.1,39
Andhra Pradesh,Visakhapatanam,Anakapalle,32,91336.0,2854.0,4.1,1
Andhra Pradesh,Visakhapatanam,Chodavaram,31,83801.0,2703.0,3.76,2
Andhra Pradesh,Visakhapatanam,Payakaraopeta,19,83727.0,4407.0,3.75,3
Andhra Pradesh,Visakhapatanam,Nakkapalle,31,74050.0,2389.0,3.32,4
Andhra Pradesh,Visakhapatanam,S.Rayavaram,22,69460.0,3157.0,3.11,5
Andhra Pradesh,Visakhapatanam,Madugula,49,68552.0,1399.0,3.07,6
Andhra Pradesh,Visakhapatanam,Yelamanchili,14,68480.0,4891.0,3.07,7
Andhra Pradesh,Visakhapatanam,Ravikamatham,33,66951.0,2029.0,3.0,8
Andhra Pradesh,Visakhapatanam,Chintapalle,231,64360.0,279.0,2.89,9
Andhra Pradesh,Visakhapatanam,Kasimkota,26,62259.0,2395.0,2.79,10
Andhra Pradesh,Visakhapatanam,Nathavaram,35,62140.0,1775.0,2.79,11
Andhra Pradesh,Visakhapatanam,Butchayyapeta,38,61751.0,1625.0,2.77,12
Andhra Pradesh,Visakhapatanam,K.Kotapadu,32,59498.0,1859.0,2.67,13
Andhra Pradesh,Visakhapatanam,Atchutapuram,33,58899.0,1785.0,2.64,14
Andhra Pradesh,Visakhapatanam,Devarapalle,36,57536.0,1598.0,2.58,15
Andhra Pradesh,Visakhapatanam,Sabbavaram,29,55818.0,1925.0,2.5,16
Andhra Pradesh,Visakhapatanam,Anandapuram,32,55525.0,1735.0,2.49,17
Andhra Pradesh,Visakhapatanam,Makavarapalem,25,54622.0,2185.0,2.45,18
Andhra Pradesh,Visakhapatanam,Narsipatnam,12,53351.0,4446.0,2.39,19
Andhra Pradesh,Visakhapatanam,Kotauratla,20,52653.0,2633.0,2.36,20
Andhra Pradesh,Visakhapatanam,Koyyuru,139,52437.0,377.0,2.35,21
Andhra Pradesh,Visakhapatanam,Gudem Kotha Veedhi,164,51348.0,313.0,2.3,22
Andhra Pradesh,Visakhapatanam,Bheemunipatnam,19,50956.0,2682.0,2.29,23
Andhra Pradesh,Visakhapatanam,Golugonda,34,50949.0,1499.0,2.28,24
Andhra Pradesh,Visakhapatanam,Peda Bayalu,259,50831.0,196.0,2.28,25
Andhra Pradesh,Visakhapatanam,Munagapaka,26,50669.0,1949.0,2.27,26
Andhra Pradesh,Visakhapatanam,G.Madugula,284,50617.0,178.0,2.27,27
Andhra Pradesh,Visakhapatanam,Hukumpeta,162,50115.0,309.0,2.25,28
Andhra Pradesh,Visakhapatanam,Rambilli,30,50015.0,1667.0,2.24,29
Andhra Pradesh,Visakhapatanam,Padmanabham,24,49622.0,2068.0,2.23,30
Andhra Pradesh,Visakhapatanam,Araku Valley,152,49619.0,326.0,2.23,31
Andhra Pradesh,Visakhapatanam,Paravada,18,48404.0,2689.0,2.17,32
Andhra Pradesh,Visakhapatanam,Paderu,190,45947.0,242.0,2.06,33
Andhra Pradesh,Visakhapatanam,Cheedikada,30,45630.0,1521.0,2.05,34
Andhra Pradesh,Visakhapatanam,Rolugunta,28,45545.0,1627.0,2.04,35
Andhra Pradesh,Visakhapatanam,Dumbriguda,87,44873.0,516.0,2.01,36
Andhra Pradesh,Visakhapatanam,Ananthagiri,253,44192.0,175.0,1.98,37
Andhra Pradesh,Visakhapatanam,Munchingi Puttu,284,43918.0,155.0,1.97,38
Andhra Pradesh,Visakhapatanam,Pendurthi,14,32716.0,2337.0,1.47,39
Andhra Pradesh,Visakhapatanam,Unknown Subdistricts Of India,9,16774.0,1864.0,0.75,40
Andhra Pradesh,Vizianagaram,Srungavarapukota,39,74500.0,1910.0,4.06,1
Andhra Pradesh,Vizianagaram,Pusapatirega,36,68945.0,1915.0,3.75,2
Andhra Pradesh,Vizianagaram,Gantyada,45,67546.0,1501.0,3.68,3
Andhra Pradesh,Vizianagaram,Bobbili,38,66117.0,1740.0,3.6,4
Andhra Pradesh,Vizianagaram,Balijipeta,32,64400.0,2013.0,3.51,5
Andhra Pradesh,Vizianagaram,Gurla,39,62251.0,1596.0,3.39,6
Andhra Pradesh,Vizianagaram,Therlam,46,59691.0,1298.0,3.25,7
Andhra Pradesh,Vizianagaram,Cheepurupalle,30,58968.0,1966.0,3.21,8
Andhra Pradesh,Vizianagaram,Parvathipuram,46,58575.0,1273.0,3.19,9
Andhra Pradesh,Vizianagaram,Jami,27,58191.0,2155.0,3.17,10
Andhra Pradesh,Vizianagaram,Merakamudidam,39,56996.0,1461.0,3.1,11
Andhra Pradesh,Vizianagaram,Seethanagaram,42,56331.0,1341.0,3.07,12
Andhra Pradesh,Vizianagaram,Dattirajeru,44,54786.0,1245.0,2.98,13
Andhra Pradesh,Vizianagaram,Jiyyammavalasa,56,53810.0,961.0,2.93,14
Andhra Pradesh,Vizianagaram,Salur,81,53032.0,655.0,2.89,15
Andhra Pradesh,Vizianagaram,Bhogapuram,19,52572.0,2767.0,2.86,16
Andhra Pradesh,Vizianagaram,Garugubilli,31,50833.0,1640.0,2.77,17
Andhra Pradesh,Vizianagaram,Gajapathinagaram,33,50812.0,1540.0,2.77,18
Andhra Pradesh,Vizianagaram,Lakkavarapukota,32,50673.0,1584.0,2.76,19
Andhra Pradesh,Vizianagaram,Kothavalasa,27,50595.0,1874.0,2.75,20
Andhra Pradesh,Vizianagaram,Bondapalle,31,50531.0,1630.0,2.75,21
Andhra Pradesh,Vizianagaram,Vepada,37,50342.0,1361.0,2.74,22
Andhra Pradesh,Vizianagaram,Mentada,37,49153.0,1328.0,2.68,23
Andhra Pradesh,Vizianagaram,Komarada,91,48995.0,538.0,2.67,24
Andhra Pradesh,Vizianagaram,Nellimarla,31,48869.0,1576.0,2.66,25
Andhra Pradesh,Vizianagaram,Makkuva,48,48344.0,1007.0,2.63,26
Andhra Pradesh,Vizianagaram,Badangi,27,48219.0,1786.0,2.63,27
Andhra Pradesh,Vizianagaram,Ramabhadrapuram,31,47723.0,1539.0,2.6,28
Andhra Pradesh,Vizianagaram,Gummalakshmipuram,116,47265.0,407.0,2.57,29
Andhra Pradesh,Vizianagaram,Kurupam,90,46714.0,519.0,2.54,30
Andhra Pradesh,Vizianagaram,Denkada,27,46486.0,1722.0,2.53,31
Andhra Pradesh,Vizianagaram,Vizianagaram,16,45274.0,2830.0,2.46,32
Andhra Pradesh,Vizianagaram,Garividi,34,45194.0,1329.0,2.46,33
Andhra Pradesh,Vizianagaram,Pachipenta,52,43975.0,846.0,2.39,34
Andhra Pradesh,West Godavari,Jangareddigudem,20,95251.0,4763.0,3.07,1
Andhra Pradesh,West Godavari,Chintalapudi,36,84929.0,2359.0,2.73,2
Andhra Pradesh,West Godavari,Pedavegi,27,81355.0,3013.0,2.62,3
Andhra Pradesh,West Godavari,Tadepalligudem,17,80779.0,4752.0,2.6,4
Andhra Pradesh,West Godavari,Narasapuram,15,80480.0,5365.0,2.59,5
Andhra Pradesh,West Godavari,Unguturu,17,77239.0,4543.0,2.49,6
Andhra Pradesh,West Godavari,Bhimavaram,14,77148.0,5511.0,2.48,7
Andhra Pradesh,West Godavari,Nallajerla,14,75031.0,5359.0,2.41,8
Andhra Pradesh,West Godavari,Akividu,15,74766.0,4984.0,2.41,9
Andhra Pradesh,West Godavari,Yelamanchili,15,74101.0,4940.0,2.39,10
Andhra Pradesh,West Godavari,Mogalthur,6,73136.0,12189.0,2.35,11
Andhra Pradesh,West Godavari,Devarapalle,13,72324.0,5563.0,2.33,12
Andhra Pradesh,West Godavari,Undrajavaram,15,71580.0,4772.0,2.3,13
Andhra Pradesh,West Godavari,Koyyalagudem,18,71249.0,3958.0,2.29,14
Andhra Pradesh,West Godavari,Pentapadu,21,71164.0,3389.0,2.29,15
Andhra Pradesh,West Godavari,Eluru,18,70096.0,3894.0,2.26,16
Andhra Pradesh,West Godavari,Peravali,14,69312.0,4951.0,2.23,17
Andhra Pradesh,West Godavari,Kalla,13,68867.0,5297.0,2.22,18
Andhra Pradesh,West Godavari,Kovvur,15,68787.0,4586.0,2.21,19
Andhra Pradesh,West Godavari,Nidadavole,22,68765.0,3126.0,2.21,20
Andhra Pradesh,West Godavari,Penugonda,14,68755.0,4911.0,2.21,21
Andhra Pradesh,West Godavari,Pedapadu,23,68547.0,2980.0,2.21,22
Andhra Pradesh,West Godavari,Attili,14,68196.0,4871.0,2.19,23
Andhra Pradesh,West Godavari,Tanuku,8,67211.0,8401.0,2.16,24
Andhra Pradesh,West Godavari,Ganapavaram,25,66656.0,2666.0,2.15,25
Andhra Pradesh,West Godavari,Poduru,14,66560.0,4754.0,2.14,26
Andhra Pradesh,West Godavari,Iragavaram,21,66292.0,3157.0,2.13,27
Andhra Pradesh,West Godavari,Undi,20,65898.0,3295.0,2.12,28
Andhra Pradesh,West Godavari,Denduluru,26,65768.0,2530.0,2.12,29
Andhra Pradesh,West Godavari,Palacoderu,14,65648.0,4689.0,2.11,30
Andhra Pradesh,West Godavari,Chagallu,11,64371.0,5852.0,2.07,31
Andhra Pradesh,West Godavari,Veeravasaram,14,64142.0,4582.0,2.06,32
Andhra Pradesh,West Godavari,Dwarakatirumala,31,63399.0,2045.0,2.04,33
Andhra Pradesh,West Godavari,Achanta,10,63358.0,6336.0,2.04,34
Andhra Pradesh,West Godavari,Bhimadole,11,62579.0,5689.0,2.01,35
Andhra Pradesh,West Godavari,Penumantra,16,62190.0,3887.0,2.0,36
Andhra Pradesh,West Godavari,Gopalapuram,18,59728.0,3318.0,1.92,37
Andhra Pradesh,West Godavari,Lingapalem,24,54844.0,2285.0,1.77,38
Andhra Pradesh,West Godavari,Tallapudi,16,54477.0,3405.0,1.75,39
Andhra Pradesh,West Godavari,Kamavarapukota,13,53592.0,4122.0,1.72,40
Andhra Pradesh,West Godavari,T.Narasapuram,22,51881.0,2358.0,1.67,41
Andhra Pradesh,West Godavari,Buttayagudem,50,51878.0,1038.0,1.67,42
Andhra Pradesh,West Godavari,Palacole,16,49992.0,3125.0,1.61,43
Andhra Pradesh,West Godavari,Nidamarru,21,48098.0,2290.0,1.55,44
Andhra Pradesh,West Godavari,Polavaram,21,42726.0,2035.0,1.38,45
Andhra Pradesh,West Godavari,Kukunoor,25,32789.0,1312.0,1.06,46
Andhra Pradesh,West Godavari,Jeelugu Milli,26,28501.0,1096.0,0.92,47
Andhra Pradesh,West Godavari,Velairpadu,20,21462.0,1073.0,0.69,48
Andhra Pradesh,West Godavari,Unknown Subdistricts Of India,1,984.0,984.0,0.03,49
Andhra Pradesh,Y.S.R.,Rajampet,22,91417.0,4155.0,4.65,1
Andhra Pradesh,Y.S.R.,Kodur,14,79517.0,5680.0,4.05,2
Andhra Pradesh,Y.S.R.,S.Mydukur,16,72356.0,4522.0,3.68,3
Andhra Pradesh,Y.S.R.,Proddatur,15,60182.0,4012.0,3.06,4
Andhra Pradesh,Y.S.R.,Porumamilla,26,53879.0,2072.0,2.74,5
Andhra Pradesh,Y.S.R.,T Sundupalle,12,53013.0,4418.0,2.7,6
Andhra Pradesh,Y.S.R.,Pulivendla,8,51783.0,6473.0,2.64,7
Andhra Pradesh,Y.S.R.,Duvvur,19,49983.0,2631.0,2.54,8
Andhra Pradesh,Y.S.R.,Obulavaripalle,14,49947.0,3568.0,2.54,9
Andhra Pradesh,Y.S.R.,Kamalapuram,23,49093.0,2134.0,2.5,10
Andhra Pradesh,Y.S.R.,Khajipet,15,48784.0,3252.0,2.48,11
Andhra Pradesh,Y.S.R.,Vempalle,11,46582.0,4235.0,2.37,12
Andhra Pradesh,Y.S.R.,Galiveedu,14,46168.0,3298.0,2.35,13
Andhra Pradesh,Y.S.R.,Unknown Subdistricts Of India,17,45476.0,2675.0,2.31,14
Andhra Pradesh,Y.S.R.,Chitvel,18,43042.0,2391.0,2.19,15
Andhra Pradesh,Y.S.R.,Penagalur,23,42126.0,1832.0,2.14,16
Andhra Pradesh,Y.S.R.,Pendlimarri,22,41011.0,1864.0,2.09,17
Andhra Pradesh,Y.S.R.,Chapad,17,39153.0,2303.0,1.99,18
Andhra Pradesh,Y.S.R.,Kondapuram,34,38864.0,1143.0,1.98,19
Andhra Pradesh,Y.S.R.,Pullampeta,24,38754.0,1615.0,1.97,20
Andhra Pradesh,Y.S.R.,Yerraguntla,15,38416.0,2561.0,1.96,21
Andhra Pradesh,Y.S.R.,Nandalur,19,36298.0,1910.0,1.85,22
Andhra Pradesh,Y.S.R.,Chennur,14,35331.0,2524.0,1.8,23
Andhra Pradesh,Y.S.R.,Sidhout,18,35261.0,1959.0,1.79,24
Andhra Pradesh,Y.S.R.,Peddamudium,25,35221.0,1409.0,1.79,25
Andhra Pradesh,Y.S.R.,Sambepalle,11,35131.0,3194.0,1.79,26
Andhra Pradesh,Y.S.R.,Lakkireddipalle,11,34475.0,3134.0,1.75,27
Andhra Pradesh,Y.S.R.,Brahmamgarimattam,18,34396.0,1911.0,1.75,28
Andhra Pradesh,Y.S.R.,Ramapuram,12,33271.0,2773.0,1.69,29
Andhra Pradesh,Y.S.R.,Chinthakommadinne,16,33066.0,2067.0,1.68,30
Andhra Pradesh,Y.S.R.,Chinnamandem,9,32750.0,3639.0,1.67,31
Andhra Pradesh,Y.S.R.,Muddanur,22,32545.0,1479.0,1.66,32
